MEREK,BRAND,TIPE HOSE,Working Pressure Bar,Working Pressure Psi,Hose O.D. (mm),Hose O.D. (in),Hose I.D. (mm),Hose I.D. (in),Temperature Range (°C),Bend Radius (mm),tipe kawat,Standard,Inch,DN,Min Burst Pressure bar,Min Bar Pressure psi,Type Bend
MOELLER,EATON CORPORATION,MOE.4SP-12,350.0,4930.0,32.2,,19,, -40°C to 100°C,300.0,,,3/4 i,19.0,1400.0,20300.0,
MOELLER,EATON CORPORATION,MOE.4SP-16,280.0,4060.0,39.7,,25.4,, -40°C to 100°C,340.0,,,1 i,25.0,1120.0,16240.0,
MOELLER,EATON CORPORATION,MOE.4SP-20,210.0,3045.0,50.8,,31.8,, -40°C to 100°C,460.0,,,1 1/4 i,31.0,840.0,12180.0,
MOELLER,EATON CORPORATION,MOE.4SP-24,185.0,2683.0,57.2,,38.1,, -40°C to 100°C,560.0,,,1 1/2 i,38.0,740.0,10730.0,
MOELLER,EATON CORPORATION,MOE.4SP-32,165.0,2393.0,69.8,,50.8,, -40°C to 100°C,660.0,,,2 i,51.0,660.0,9570.0,
MOELLER,EATON CORPORATION,MOE.AH-04,20.0,300.0,13.0,,6,, -30°C to 70°C,,,,1/4 i,6.0,60.0,900.0,
MOELLER,EATON CORPORATION,MOE.AH-05,20.0,300.0,15.0,,8,, -30°C to 70°C,,,,5/16 i,8.0,60.0,900.0,
MOELLER,EATON CORPORATION,MOE.AH-06,20.0,300.0,17.0,,9.6,, -30°C to 70°C,,,,3/8 i,10.0,60.0,900.0,
MOELLER,EATON CORPORATION,MOE.AH-08,20.0,300.0,21.0,,12.7,, -30°C to 70°C,,,,1/2 i,12.0,60.0,900.0,
MOELLER,EATON CORPORATION,MOE.AH-10,20.0,300.0,24.5,,16,, -30°C to 70°C,,,,5/8 i,16.0,60.0,900.0,
MOELLER,EATON CORPORATION,MOE.AH-12,20.0,300.0,29.0,,19,, -30°C to 70°C,,,,3/4 i,19.0,60.0,900.0,
MOELLER,EATON CORPORATION,MOE.AH-16,20.0,300.0,35.0,,25,, -30°C to 70°C,,,,1 i,25.0,60.0,900.0,
MOELLER,JACK HOSE ,MOE.JH-04,700.0,10000.0,14.4,,6.4,, -40°C to 100°C,100.0,,,1/4 i,8.0,1600.0,23200.0,
MOELLER,JACK HOSE ,MOE.JH-06,700.0,10000.0,18.4,,9.5,, -40°C to 100°C,125.0,,,3/8 i,10.0,1320.0,19140.0,
MOELLER,JACK HOSE ,MOE.JH-08,550.0,8000.0,21.4,,12.7,, -40°C to 100°C,180.0,,,1/2 i,12.0,1100.0,15950.0,
MOELLER,EATON CORPORATION,MOE.R1-04,225.0,3263.0,12.8,,6.4,, -40°C to 100°C,100.0,,,1/4 i,6.0,900.0,13050.0,
MOELLER,EATON CORPORATION,MOE.R1-05,215.0,3118.0,14.5,,7.9,, -40°C to 100°C,114.0,,,5/16 i,8.0,850.0,12325.0,
MOELLER,EATON CORPORATION,MOE.R1-06,180.0,2610.0,16.8,,9.5,, -40°C to 100°C,127.0,,,3/8 i,10.0,720.0,10440.0,
MOELLER,EATON CORPORATION,MOE.R1-08,160.0,2320.0,19.8,,12.7,, -40°C to 100°C,178.0,,,1/2 i,12.0,640.0,9280.0,
MOELLER,EATON CORPORATION,MOE.R1-10,130.0,1885.0,23.1,,15.9,, -40°C to 100°C,200.0,,,5/8 i,16.0,520.0,7540.0,
MOELLER,EATON CORPORATION,MOE.R1-12,105.0,1523.0,27.0,,19,, -40°C to 100°C,240.0,,,3/4 i,19.0,420.0,6090.0,
MOELLER,EATON CORPORATION,MOE.R1-16,88.0,1276.0,35.2,,25.4,, -40°C to 100°C,300.0,,,1 i,25.0,352.0,5104.0,
MOELLER,EATON CORPORATION,MOE.R1-20,63.0,914.0,43.5,,31.8,, -40°C to 100°C,419.0,,,1 1/4 i,31.0,252.0,3654.0,
MOELLER,EATON CORPORATION,MOE.R1-24,50.0,725.0,49.8,,38.1,, -40°C to 100°C,500.0,,,1 1/2 i,38.0,200.0,2900.0,
MOELLER,EATON CORPORATION,MOE.R1-32,40.0,580.0,63.0,,50.8,, -40°C to 100°C,639.0,,,2 i,51.0,160.0,2320.0,
MOELLER,EATON CORPORATION,MOE.R2-04,400.0,5800.0,14.6,,6.4,, -40°C to 100°C,100.0,,,1/4 i,6.0,1600.0,23200.0,
MOELLER,EATON CORPORATION,MOE.R2-05,350.0,5075.0,16.3,,7.9,, -40°C to 100°C,114.0,,,5/16 i,8.0,1400.0,20300.0,
MOELLER,EATON CORPORATION,MOE.R2-06,330.0,4785.0,18.6,,9.5,, -40°C to 100°C,127.0,,,3/8 i,10.0,1320.0,19140.0,
MOELLER,EATON CORPORATION,MOE.R2-08,275.0,3988.0,21.6,,12.7,, -40°C to 100°C,178.0,,,1/2 i,12.0,1100.0,15950.0,
MOELLER,EATON CORPORATION,MOE.R2-10,250.0,3625.0,24.9,,15.9,, -40°C to 100°C,200.0,,,5/8 i,16.0,1000.0,14500.0,
MOELLER,EATON CORPORATION,MOE.R2-12,215.0,3118.0,28.7,,19,, -40°C to 100°C,240.0,,,3/4 i,19.0,860.0,12470.0,
MOELLER,EATON CORPORATION,MOE.R2-16,165.0,2393.0,36.8,,25.4,, -40°C to 100°C,300.0,,,1 i,25.0,650.0,9425.0,
MOELLER,EATON CORPORATION,MOE.R2-20,125.0,1813.0,45.3,,31.8,, -40°C to 100°C,419.0,,,1 1/4 i,31.0,500.0,7250.0,
MOELLER,EATON CORPORATION,MOE.R2-24,90.0,1305.0,51.8,,38.1,, -40°C to 100°C,500.0,,,1 1/2 i,38.0,360.0,5220.0,
MOELLER,EATON CORPORATION,MOE.R2-32,80.0,1160.0,65.0,,50.8,, -40°C to 100°C,635.0,,,2 i,51.0,320.0,4640.0,
OLWEG,OLWEG,OLW.4SH-12,420.0,6090.0,32.2,,19,, -40°C to 100°C,300.0,,,3/4 i,19.0,1680.0,24360.0,
OLWEG,OLWEG,OLW.4SH-16,380.0,5510.0,38.7,,25.4,, -40°C to 100°C,340.0,,,1 t,25.0,1520.0,22040.0,
OLWEG,OLWEG,OLW.4SH-20,325.0,4713.0,45.5,,31.8,, -40°C to 100°C,460.0,,,1 1/4 i,31.0,1300.0,18850.0,
OLWEG,OLWEG,OLW.4SH-24,290.0,4205.0,53.3,,38.1,, -40°C to 100°C,560.0,,,1 1/2 i,35.0,1160.0,16820.0,
OLWEG,OLWEG,OLW.4SH-32,250.0,3625.0,68.1,,50.8,, -40°C to 100°C,660.0,,,2 i,58.0,1000.0,14920.0,
OLWEG,OLWEG,OLW.AH-04,20.0,300.0,13.0,,6,, -30°C to 70°C,,,,1/4 i,6.0,60.0,900.0,
OLWEG,OLWEG,OLW.AH-05,20.0,300.0,15.0,,8,, -30°C to 70°C,,,,5/16 i,8.0,60.0,900.0,
OLWEG,OLWEG,OLW.AH-06,20.0,300.0,17.0,,9.6,, -30°C to 70°C,,,,3/8 i,10.0,60.0,900.0,
OLWEG,OLWEG,OLW.AH-08,20.0,300.0,21.0,,12.7,, -30°C to 70°C,,,,1/2 i,12.0,60.0,900.0,
OLWEG,OLWEG,OLW.AH-10,20.0,300.0,24.5,,16,, -30°C to 70°C,,,,5/8 i,16.0,60.0,900.0,
OLWEG,OLWEG,OLW.AH-12,20.0,300.0,29.0,,19,, -30°C to 70°C,,,,3/4 i,19.0,60.0,900.0,
OLWEG,OLWEG,OLW.AH-16,20.0,300.0,35.0,,25,, -30°C to 70°C,,,,1 i,25.0,60.0,900.0,
OLWEG,OLWEG,OLW.JH-04,700.0,10000.0,6.4,,14.4,, -40°C to 100°C,100.0,,,1/4 i,6.0,1600.0,23200.0,
OLWEG,OLWEG,OLW.JH-06,700.0,10000.0,9.5,,18.4,, -40°C to 100°C,125.0,,,3/8 i,10.0,1320.0,19140.0,
OLWEG,OLWEG,OLW.R1-04,225.0,3263.0,12.8,,6.4,, -40°C to 100°C ,100.0,,,1/4 i,6.0,900.0,13050.0,
OLWEG,OLWEG,OLW.R1-05,215.0,3118.0,14.5,,7.9,, -40°C to 100°C ,114.0,,,5/6 i,8.0,850.0,12325.0,
OLWEG,OLWEG,OLW.R1-06,180.0,2610.0,16.8,,9.5,, -40°C to 100°C,127.0,,,3/8 i,10.0,720.0,10440.0,
OLWEG,OLWEG,OLW.R1-08,160.0,2320.0,19.8,,12.7,, -40°C to 100°C,178.0,,,1/2 i,12.0,640.0,9280.0,
OLWEG,OLWEG,OLW.R1-12,105.0,1523.0,27.0,,19,, -40°C to 100°C,240.0,,,3/4 i,19.0,420.0,6090.0,
OLWEG,OLWEG,OLW.R1-16,88.0,1276.0,35.2,,25.4,, -40°C to 100°C,300.0,,,1 i,25.0,352.0,5104.0,
OLWEG,OLWEG,OLW.R1-20,63.0,914.0,43.5,,31.8,, -40°C to 100°C,419.0,,,1 1/4 i,31.0,252.0,3654.0,
OLWEG,OLWEG,OLW.R1-24,50.0,725.0,49.8,,38.1,, -40°C to 100°C,500.0,,,1 1/2 t,35.0,200.0,2900.0,
OLWEG,OLWEG,OLW.R1-32,40.0,580.0,63.0,,50.8,, -40°C to 100°C,653.0,,,2 i,58.0,160.0,2320.0,
OLWEG,OLWEG,OLW.R2-04,400.0,5800.0,14.6,,6.4,, -40°C to 100°C,100.0,,,1/4 i,6.0,1600.0,23200.0,
OLWEG,OLWEG,OLW.R2-05,350.0,5075.0,16.3,,7.9,, -40°C to 100°C,114.0,,,5/6 i,8.0,1400.0,20300.0,
OLWEG,OLWEG,OLW.R2-06,330.0,4785.0,18.6,,9.5,, -40°C to 100°C,127.0,,,3/8 i,10.0,1320.0,19140.0,
OLWEG,OLWEG,OLW.R2-08,275.0,3988.0,21.6,,,, -40°C to 100°C,178.0,,,1/2 i,12.0,1100.0,15950.0,
OLWEG,OLWEG,OLW.R2-10,250.0,3625.0,24.9,,15.9,, -40°C to 100°C,200.0,,,5/8 i,16.0,1000.0,14500.0,
OLWEG,OLWEG,OLW.R2-12,215.0,3118.0,28.7,,19,, -40°C to 100°C,240.0,,,3/4 i,19.0,860.0,12470.0,
OLWEG,OLWEG,OLW.R2-16,165.0,2393.0,36.8,,25.4,, -40°C to 100°C,300.0,,,1 i,25.0,650.0,9425.0,
OLWEG,OLWEG,OLW.R2-20,125.0,1813.0,45.3,,31.8,, -40°C to 100°C,419.0,,,1 1/4 i,31.0,500.0,7250.0,
OLWEG,OLWEG,OLW.R2-24,90.0,1305.0,51.8,,38.1,, -40°C to 100°C,500.0,,,1 1/2 t,35.0,360.0,5220.0,
OLWEG,OLWEG,OLW.R2-32,80.0,1160.0,65.0,,50.8,, -40°C to 100°C,653.0,,,2 i,58.0,320.0,4640.0,
OLWEG,OLWEG,OLW.RI-10,130.0,1885.0,23.1,,15.9,, -40°C to 100°C,200.0,,,5/8 i,16.0,520.0,7540.0,
OLWEG,OLWEG,OLW-4SP-06,450.0,6525.0,9.5,,9.5,, -40°C to 100°C,180.0,,,3/8 i,10.0,1800.0,26100.0,
OLWEG,OLWEG,OLW-4SP-08,415.0,6018.0,12.7,,12.7,, -40°C to 100°C,230.0,,,1/2 i,12.0,1660.0,24070.0,
OLWEG,OLWEG,OLW-4SP-10,350.0,4930.0,15.9,,15.9,, -40°C to 100°C,250.0,,,5/8 i,16.0,1400.0,20300.0,
OLWEG,OLWEG,OLW-4SP-12,350.0,4930.0,19.0,,19,, -40°C to 100°C,300.0,,,3/4 i,19.0,1400.0,20300.0,
OLWEG,OLWEG,OLW-4SP-16,280.0,4060.0,25.4,,25.4,, -40°C to 100°C,240.0,,,1 i,25.0,1120.0,16240.0,
OLWEG,OLWEG,OLW-4SP-20,210.0,3045.0,31.8,,31.8,, -40°C to 100°C,460.0,,,1 1/4 i,31.0,840.0,12160.0,
OLWEG,OLWEG,OLW-4SP-24,185.0,2683.0,38.1,,38.1,, -40°C to 100°C,560.0,,,1 1/2 i,38.0,740.0,10730.0,
OLWEG,OLWEG,OLW-4SP-32,165.0,2393.0,50.8,,50.88,, -40°C to 100°C,660.0,,,2 i,51.0,660.0,9570.0,
OLWEG,OLWEG,OLW-JH-08,550.0,8000.0,12.7,,21.4,, -40°C to 100°C,180.0,,,1/2 i,12.0,1100.0,15950.0,
PARKER,PARKER HANNIFIN CORPORATION,1SN-20,180.0,2611.0,36.4,1.433,29.4,1.157,-30 to 120,160.9,6S - 6 Wire Spiral,SAE 100 R13,,,,,
PARKER,PARKER HANNIFIN CORPORATION,1SN-6,160.0,2321.0,19.2,0.756,9.2,0.362,-50 to 125,69.0,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
PARKER,PARKER HANNIFIN CORPORATION,2SN-12,450.0,6527.0,24.4,0.961,19.2,0.756,-40 to 120,291.4,2 Wire Braid,SAE 100 R1,,,,,
PARKER,PARKER HANNIFIN CORPORATION,2SN-12,200.0,2901.0,25.7,1.012,19.6,0.772,-40 to 150,159.8,2 Wire Braid,EN 853 2SN,,,,,
PARKER,PARKER HANNIFIN CORPORATION,2SN-20,160.0,2321.0,39.5,1.555,29.6,1.165,-30 to 100,176.3,4S - 4 Wire Spiral,EN 856 4SH,,,,,
PARKER,PARKER HANNIFIN CORPORATION,2SN-6,380.0,5511.0,13.6,0.535,8.9,0.35,-40 to 120,141.3,1 Wire Braid,ISO 18752 A/D,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SH-12,300.0,4351.0,25.3,0.996,18,0.709,-30 to 150,279.0,2 Wire Braid,SAE 100 R15,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SH-16,420.0,6092.0,32.6,1.283,24.2,0.953,-50 to 120,155.6,6S - 6 Wire Spiral,SAE 100 R15,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SH-16,180.0,2611.0,31.1,1.224,23.3,0.917,-30 to 125,111.3,4S - 4 Wire Spiral,SAE 100 R1,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SH-20,320.0,4641.0,36.5,1.437,31.2,1.228,-40 to 150,79.4,6S - 6 Wire Spiral,SAE 100 R13,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SH-24,300.0,4351.0,42.8,1.685,36,1.417,-40 to 120,181.9,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SH-24,225.0,3263.0,47.1,1.854,37.5,1.476,-50 to 150,171.4,2 Wire Braid,SAE 100 R12,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SH-4,350.0,5076.0,11.9,0.469,5.9,0.232,-50 to 120,178.1,1 Wire Braid,SAE 100 R13,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SP-10,500.0,7252.0,22.2,0.874,16.6,0.654,-50 to 120,55.3,1 Wire Braid,EN 856 4SH,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SP-12,350.0,5076.0,26.0,1.024,19.8,0.78,-30 to 125,75.7,1 Wire Braid,SAE 100 R13,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SP-12,200.0,2901.0,28.4,1.118,19.2,0.756,-40 to 150,231.1,1 Wire Braid,SAE 100 R15,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SP-16,160.0,2321.0,35.4,1.394,26.4,1.039,-50 to 100,153.4,1 Wire Braid,SAE 100 R15,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SP-16,225.0,3263.0,34.0,1.339,25.8,1.016,-40 to 120,135.7,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SP-20,300.0,4351.0,34.9,1.374,29.4,1.157,-30 to 100,87.7,6S - 6 Wire Spiral,SAE 100 R1,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SP-4,500.0,7252.0,13.3,0.524,5.9,0.232,-40 to 120,253.7,2 Wire Braid,EN 856 4SH,,,,,
PARKER,PARKER HANNIFIN CORPORATION,4SP-8,160.0,2321.0,20.0,0.787,11.5,0.453,-40 to 150,227.1,6S - 6 Wire Spiral,SAE 100 R2,,,,,
PARKER,PARKER HANNIFIN CORPORATION,GH-32,420.0,6092.0,52.7,2.075,45.3,1.783,-50 to 125,94.7,1 Wire Braid,EN 853 2SN,,,,,
PARKER,PARKER HANNIFIN CORPORATION,GH-4,180.0,2611.0,11.1,0.437,6.1,0.24,-50 to 150,135.4,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
PARKER,PARKER HANNIFIN CORPORATION,GH-8,225.0,3263.0,21.5,0.846,12.3,0.484,-40 to 120,159.6,4S - 4 Wire Spiral,EN 853 1SN,,,,,
PARKER,PARKER HANNIFIN CORPORATION,M2T-12,450.0,6527.0,24.9,0.98,20.3,0.799,-50 to 120,235.5,2 Wire Braid,SAE 100 R12,,,,,
PARKER,PARKER HANNIFIN CORPORATION,M2T-24,350.0,5076.0,44.5,1.752,39.8,1.567,-50 to 100,281.4,6S - 6 Wire Spiral,EN 853 2SN,,,,,
PARKER,PARKER HANNIFIN CORPORATION,M2T-4,200.0,2901.0,14.2,0.559,5.9,0.232,-30 to 150,161.3,2 Wire Braid,EN 853 1SN,,,,,
PARKER,PARKER HANNIFIN CORPORATION,R1-20,200.0,2901.0,37.9,1.492,33.7,1.327,-30 to 125,236.8,2 Wire Braid,SAE 100 R2,,,,,
PARKER,PARKER HANNIFIN CORPORATION,R2-10,215.0,3118.0,20.7,0.815,15.6,0.614,-30 to 120,99.5,1 Wire Braid,EN 853 1SN,,,,,
PARKER,PARKER HANNIFIN CORPORATION,R2-4,380.0,5511.0,16.1,0.634,6.2,0.244,-50 to 100,278.9,1 Wire Braid,EN 856 4SH,,,,,
PARKER,PARKER HANNIFIN CORPORATION,XT-10,450.0,6527.0,22.9,0.902,15.2,0.598,-30 to 150,142.1,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
PARKER,PARKER HANNIFIN CORPORATION,XT-12,350.0,5076.0,23.1,0.909,18.1,0.713,-40°C to 125°C,121.6,6S - 6 Wire Spiral,EN 853 2SN,,,,,
PARKER,PARKER HANNIFIN CORPORATION,XT-24,380.0,5511.0,47.2,1.858,38.6,1.52,-50 to 125,81.8,4S - 4 Wire Spiral,EN 853 2SN,,,,,
PARKER,PARKER HANNIFIN CORPORATION,XT-24,500.0,7252.0,46.4,1.827,38.5,1.516,-30 to 150,185.7,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
PARKER,PARKER HANNIFIN CORPORATION,XT-32,420.0,6092.0,51.5,2.028,47,1.85,-50 to 100,155.6,1 Wire Braid,SAE 100 R1,,,,,
PARKER,PARKER HANNIFIN CORPORATION,XT-6,450.0,6527.0,13.8,0.543,8.7,0.343,-50 to 100,191.8,4S - 4 Wire Spiral,EN 856 4SP,,,,,
RYCO,MANULI,1SN-12,160.0,2321.0,29.2,1.15,19.2,0.756,-40 to 150,122.0,6S - 6 Wire Spiral,EN 856 4SH,,,,,
RYCO,MANULI,1SN-32,380.0,5511.0,61.3,2.413,52.3,2.059,-40°C to 100°C,131.0,1 Wire Braid,SAE 100 R2,,,,,
RYCO,MANULI,4SH-10,420.0,6092.0,24.1,0.949,15.5,0.61,-50 to 100,65.5,1 Wire Braid,SAE 100 R2,,,,,
RYCO,MANULI,4SH-16,250.0,3626.0,33.8,1.331,26.7,1.051,-50 to 125,260.4,2 Wire Braid,SAE 100 R15,,,,,
RYCO,MANULI,4SH-20,300.0,4351.0,41.0,1.614,32.6,1.283,-50 to 150,158.8,2 Wire Braid,EN 853 2SN,,,,,
RYCO,MANULI,4SH-24,275.0,3989.0,46.5,1.831,36.5,1.437,-40°C to 125°C,110.1,2 Wire Braid,SAE 100 R2,,,,,
RYCO,MANULI,4SH-24,275.0,3989.0,42.5,1.673,35.6,1.402,-50 to 150,107.3,4S - 4 Wire Spiral,EN 856 4SP,,,,,
RYCO,MANULI,4SH-8,350.0,5076.0,21.2,0.835,12.2,0.48,-30 to 125,226.6,6S - 6 Wire Spiral,SAE 100 R13,,,,,
RYCO,MANULI,4SH-8,160.0,2321.0,17.1,0.673,12,0.472,-30 to 150,192.9,4S - 4 Wire Spiral,SAE 100 R1,,,,,
RYCO,MANULI,4SP-10,180.0,2611.0,22.2,0.874,14.9,0.587,-30 to 120,252.4,1 Wire Braid,SAE 100 R15,,,,,
RYCO,MANULI,4SP-32,380.0,5511.0,58.2,2.291,53.8,2.118,-40 to 120,153.1,4S - 4 Wire Spiral,EN 856 4SP,,,,,
RYCO,MANULI,GH-10,200.0,2901.0,18.7,0.736,14.4,0.567,-50 to 120,218.6,6S - 6 Wire Spiral,EN 856 4SH,,,,,
RYCO,MANULI,GH-12,420.0,6092.0,23.3,0.917,17.2,0.677,-30 to 100,213.1,1 Wire Braid,SAE 100 R15,,,,,
RYCO,MANULI,GH-16,275.0,3989.0,27.9,1.098,23.6,0.929,-50 to 150,52.7,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
RYCO,MANULI,GH-16,500.0,7252.0,32.6,1.283,24.7,0.972,-30 to 125,252.6,2 Wire Braid,EN 853 2SN,,,,,
RYCO,MANULI,GH-24,200.0,2901.0,44.9,1.768,37.1,1.461,-40°C to 125°C,62.3,4S - 4 Wire Spiral,SAE 100 R15,,,,,
RYCO,MANULI,GH-6,200.0,2901.0,13.8,0.543,9.4,0.37,-30 to 125,143.7,2 Wire Braid,EN 856 4SP,,,,,
RYCO,MANULI,GH-8,250.0,3626.0,21.2,0.835,13,0.512,-30 to 100,239.9,1 Wire Braid,SAE 100 R12,,,,,
RYCO,MANULI,HP-10,350.0,5076.0,25.2,0.992,15.3,0.602,-30 to 125,86.3,2 Wire Braid,EN 856 4SH,,,,,
RYCO,MANULI,HP-12,160.0,2321.0,25.3,0.996,18.7,0.736,-50 to 120,211.0,4S - 4 Wire Spiral,SAE 100 R15,,,,,
RYCO,MANULI,HP-16,320.0,4641.0,32.0,1.26,25.9,1.02,-40°C to 125°C,123.6,1 Wire Braid,EN 856 4SH,,,,,
RYCO,MANULI,HP-20,250.0,3626.0,38.3,1.508,33.2,1.307,-40 to 150,270.8,4S - 4 Wire Spiral,EN 856 4SP,,,,,
RYCO,MANULI,HP-24,320.0,4641.0,39.9,1.571,35.9,1.413,-40°C to 100°C,291.6,1 Wire Braid,SAE 100 R2,,,,,
RYCO,MANULI,HP-4,200.0,2901.0,14.2,0.559,6,0.236,-50 to 125,202.8,6S - 6 Wire Spiral,EN 856 4SH,,,,,
RYCO,MANULI,M2T-10,250.0,3626.0,22.1,0.87,16.3,0.642,-50 to 120,276.1,4S - 4 Wire Spiral,EN 856 4SP,,,,,
RYCO,MANULI,M2T-10,350.0,5076.0,20.1,0.791,15.2,0.598,-40 to 120,127.1,2 Wire Braid,EN 853 2SN,,,,,
RYCO,MANULI,M2T-24,215.0,3118.0,44.1,1.736,38.7,1.524,-50 to 120,61.8,1 Wire Braid,SAE 100 R13,,,,,
RYCO,MANULI,M2T-32,215.0,3118.0,55.1,2.169,49.8,1.961,-50 to 150,265.1,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
RYCO,MANULI,M2T-32,420.0,6092.0,57.3,2.256,49.2,1.937,-50 to 125,169.2,4S - 4 Wire Spiral,SAE 100 R1,,,,,
RYCO,MANULI,M2T-6,500.0,7252.0,17.0,0.669,9.8,0.386,-40 to 150,259.1,2 Wire Braid,ISO 18752 A/D,,,,,
RYCO,MANULI,M2T-8,275.0,3989.0,18.8,0.74,12.3,0.484,-50 to 100,116.2,2 Wire Braid,SAE 100 R13,,,,,
RYCO,MANULI,M2T-8,500.0,7252.0,16.7,0.657,12.6,0.496,-40°C to 100°C,66.8,4S - 4 Wire Spiral,EN 856 4SP,,,,,
RYCO,MANULI,R1-12,180.0,2611.0,28.2,1.11,18.9,0.744,-50 to 125,222.2,1 Wire Braid,SAE 100 R13,,,,,
RYCO,MANULI,R1-20,250.0,3626.0,38.5,1.516,30.6,1.205,-40 to 120,180.7,2 Wire Braid,ISO 18752 A/D,,,,,
RYCO,MANULI,R2-24,180.0,2611.0,45.6,1.795,37.9,1.492,-40°C to 100°C,242.3,1 Wire Braid,SAE 100 R15,,,,,
RYCO,MANULI,R2-24,300.0,4351.0,48.1,1.894,39.1,1.539,-40 to 120,285.4,1 Wire Braid,SAE 100 R12,,,,,
RYCO,MANULI,XT-12,275.0,3989.0,25.7,1.012,17,0.669,-50 to 125,227.8,6S - 6 Wire Spiral,EN 856 4SH,,,,,
RYCO,MANULI,XT-20,450.0,6527.0,37.4,1.472,32.2,1.268,-30 to 120,230.3,2 Wire Braid,SAE 100 R13,,,,,
RYCO,MANULI,XT-20,380.0,5511.0,34.6,1.362,30.6,1.205,-30 to 125,255.5,6S - 6 Wire Spiral,EN 856 4SH,,,,,
RYCO,MANULI,XT-24,250.0,3626.0,45.6,1.795,40.8,1.606,-40 to 150,119.7,4S - 4 Wire Spiral,SAE 100 R2,,,,,
RYCO,MANULI,XT-32,250.0,3626.0,54.5,2.146,45,1.772,-50 to 125,80.9,6S - 6 Wire Spiral,SAE 100 R12,,,,,
RYCO,MANULI,XT-6,300.0,4351.0,18.6,0.732,9.2,0.362,-50 to 100,209.7,1 Wire Braid,ISO 18752 A/D,,,,,
RYCO,MANULI,XT-6,380.0,5511.0,17.7,0.697,9.1,0.358,-50 to 125,266.1,6S - 6 Wire Spiral,EN 853 1SN,,,,,
SEMPERIT,,1SN-16,380.0,5511.0,33.3,1.311,23.5,0.925,-30 to 125,189.3,2 Wire Braid,SAE 100 R15,,,,,
SEMPERIT,,1SN-20,215.0,3118.0,35.8,1.409,30.8,1.213,-30 to 150,101.2,2 Wire Braid,EN 856 4SP,,,,,
SEMPERIT,,1SN-8,160.0,2321.0,23.1,0.909,13.4,0.528,-50 to 120,275.0,1 Wire Braid,EN 856 4SH,,,,,
SEMPERIT,,2SN-12,225.0,3263.0,27.4,1.079,19.4,0.764,-40°C to 125°C,221.9,1 Wire Braid,SAE 100 R12,,,,,
SEMPERIT,,2SN-16,320.0,4641.0,32.9,1.295,25.6,1.008,-50 to 100,139.1,2 Wire Braid,EN 853 1SN,,,,,
SEMPERIT,,2SN-16,275.0,3989.0,32.4,1.276,27.2,1.071,-40 to 120,147.1,2 Wire Braid,SAE 100 R13,,,,,
SEMPERIT,,2SN-20,215.0,3118.0,37.2,1.465,33.1,1.303,-40 to 120,57.2,6S - 6 Wire Spiral,EN 856 4SH,,,,,
SEMPERIT,,2SN-32,200.0,2901.0,54.9,2.161,50.8,2,-40 to 120,284.4,1 Wire Braid,SAE 100 R2,,,,,
SEMPERIT,,2SN-32,380.0,5511.0,54.2,2.134,45.1,1.776,-40 to 120,56.9,1 Wire Braid,SAE 100 R1,,,,,
SEMPERIT,,2SN-6,200.0,2901.0,18.8,0.74,8.9,0.35,-50 to 150,173.8,1 Wire Braid,ISO 18752 A/D,,,,,
SEMPERIT,,2SN-8,450.0,6527.0,17.3,0.681,12.4,0.488,-50 to 150,66.0,6S - 6 Wire Spiral,SAE 100 R13,,,,,
SEMPERIT,,4SH-12,320.0,4641.0,29.1,1.146,20.3,0.799,-40°C to 125°C,216.0,2 Wire Braid,EN 853 2SN,,,,,
SEMPERIT,,4SH-20,200.0,2901.0,33.9,1.335,28.3,1.114,-30 to 150,136.8,4S - 4 Wire Spiral,EN 853 1SN,,,,,
SEMPERIT,,4SH-24,200.0,2901.0,45.7,1.799,39.9,1.571,-40°C to 125°C,70.9,1 Wire Braid,ISO 18752 A/D,,,,,
SEMPERIT,,4SH-24,215.0,3118.0,48.5,1.909,40.3,1.587,-50 to 150,185.7,4S - 4 Wire Spiral,SAE 100 R2,,,,,
SEMPERIT,,4SH-4,300.0,4351.0,14.8,0.583,5.9,0.232,-40 to 120,136.3,2 Wire Braid,SAE 100 R1,,,,,
